A17;INTITULÉS 17;A38;INTITULÉS 38;A88;INTITULÉS 88;A129;INTITULÉS 129;NAF 732;INTITULÉS 732
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;30;Fabrication d'autres matériels de transport;C30A;Construction navale;3012Z;Construction de bateaux de plaisance
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;30;Fabrication d'autres matériels de transport;C30B;Construction de locomotives et d'autre matériel ferroviaire roulant;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;30;Fabrication d'autres matériels de transport;C30C;Construction aéronautique et spatiale ;3030Z;Construction aéronautique et spatiale
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;30;Fabrication d'autres matériels de transport;C30D;Construction de véhicules militaires de combat;3040Z;Construction de véhicules militaires de combat
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;30;Fabrication d'autres matériels de transport;C30E;Fabrication de matériels de transport n.c.a.;3091Z;Fabrication de motocycles
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;30;Fabrication d'autres matériels de transport;C30E;Fabrication de matériels de transport n.c.a.;3092Z;Fabrication de bicyclettes et de véhicules pour invalides
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;30;Fabrication d'autres matériels de transport;C30E;Fabrication de matériels de transport n.c.a.;3099Z;Fabrication d'autres équipements de transport n.c.a.
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;31;Fabrication de meubles;C31Z;Fabrication de meubles;3101Z;Fabrication de meubles de bureau et de magasin
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;31;Fabrication de meubles;C31Z;Fabrication de meubles;3102Z;Fabrication de meubles de cuisine
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;31;Fabrication de meubles;C31Z;Fabrication de meubles;3103Z;Fabrication de matelas
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;31;Fabrication de meubles;C31Z;Fabrication de meubles;3109A;Fabrication de sièges d'ameublement d'intérieur
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;31;Fabrication de meubles;C31Z;Fabrication de meubles;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;32;Autres industries manufacturières;C32A;Fabrication d’articles de joaillerie, bijouterie et d'instruments de musique;3211Z;Frappe de monnaie
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;32;Autres industries manufacturières;C32A;Fabrication d’articles de joaillerie, bijouterie et d'instruments de musique;3212Z;Fabrication d'articles de joaillerie et bijouterie
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;32;Autres industries manufacturières;C32A;Fabrication d’articles de joaillerie, bijouterie et d'instruments de musique;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;32;Autres industries manufacturières;C32A;Fabrication d’articles de joaillerie, bijouterie et d'instruments de musique;3220Z;Fabrication d'instruments de musique
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;32;Autres industries manufacturières;C32C;Fabrication d'articles de sport, jeux et jouets et autres activités manufacturières;3230Z;Fabrication d'articles de sport
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;32;Autres industries manufacturières;C32C;Fabrication d'articles de sport, jeux et jouets et autres activités manufacturières;3240Z;Fabrication de jeux et jouets
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;32;Autres industries manufacturières;C32B;Fabrication d'instruments et de fournitures à usage médical et dentaire;3250A;Fabrication de matériel médico-chirurgical et dentaire
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;32;Autres industries manufacturières;C32B;Fabrication d'instruments et de fournitures à usage médical et dentaire;3250B;Fabrication de lunettes
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;32;Autres industries manufacturières;C32C;Fabrication d'articles de sport, jeux et jouets et autres activités manufacturières;3291Z;Fabrication d'articles de brosserie
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;32;Autres industries manufacturières;C32C;Fabrication d'articles de sport, jeux et jouets et autres activités manufacturières;3299Z;Autres activités manufacturières n.c.a.
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;33;Réparation et installation de machines et d'équipements;C33Z;Réparation et installation de machines et d'équipements ;3311Z;Réparation d'ouvrages en métaux
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;33;Réparation et installation de machines et d'équipements;C33Z;Réparation et installation de machines et d'équipements ;3312Z;Réparation de machines et équipements mécaniques
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;33;Réparation et installation de machines et d'équipements;C33Z;Réparation et installation de machines et d'équipements ;3313Z;Réparation de matériels électroniques et optiques
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;33;Réparation et installation de machines et d'équipements;C33Z;Réparation et installation de machines et d'équipements ;3314Z;Réparation d'équipements électriques
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;33;Réparation et installation de machines et d'équipements;C33Z;Réparation et installation de machines et d'équipements ;3315Z;Réparation et maintenance navale
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;33;Réparation et installation de machines et d'équipements;C33Z;Réparation et installation de machines et d'équipements ;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;33;Réparation et installation de machines et d'équipements;C33Z;Réparation et installation de machines et d'équipements ;3317Z;Réparation et maintenance d'autres équipements de transport
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;33;Réparation et installation de machines et d'équipements;C33Z;Réparation et installation de machines et d'équipements ;3319Z;Réparation d'autres équipements
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;33;Réparation et installation de machines et d'équipements;C33Z;Réparation et installation de machines et d'équipements ;3320A;Installation de structures métalliques, chaudronnées et de tuyauterie
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;33;Réparation et installation de machines et d'équipements;C33Z;Réparation et installation de machines et d'équipements ;3320B;Installation de machines et équipements mécaniques
C5;Fabrication d'autres produits industriels;CM;Autres industries manufacturières- réparation et installation de machines et d'équipements;33;Réparation et installation de machines et d'équipements;C33Z;Réparation et installation de machines et d'équipements ;3320C;Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels
